"b'""literal"""	"""predicate_id"""	"""object_id"""	"""mapping_justification"""	"""mapping_provider"""	"""author_label"""	"""mapping_date"""
"""cord blood hematopoietic stem cell"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/CL_2000095"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""amyotrophic lateral sclerosis"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000253"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""fibroblast"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/CL_0000057"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""epidermolysis bullosa"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_1000690"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""Facioscapulohumeral dystrophy"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_269"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""Erythromelalgia"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1956"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""pancytopenia and hypocellular bone marrow"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/HP_0001876"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""X-linked creatine transporter deficiency"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_52503"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""foreskin keratinocyte"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/CL_1001606"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""Gaucher disease"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_355"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
"""Pain agnosia"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_1001484"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://cells.ebisc.org/"""	"""Luca Cherubin"""	2016-07-27T12:00:00
'						
