"b'""literal"""	"""predicate_id"""	"""object_id"""	"""mapping_justification"""	"""mapping_provider"""	"""author_label"""	"""mapping_date"""
"""Carotid intima media thickness"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004860"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Highest math class taken"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004875"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Periventricular white matter hyperintensities"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0005665"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Carotid intima media thickness"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007117"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Hair colour (natural, before greying): Blonde (UKB data field 1747_1)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007822"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Gut microbiota abundance (genus Bifidobacterium id.436)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007874"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Adherence to a Japanese dietary pattern"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0008111"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Medication use (antimigraine preparations)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0009939"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Neutralising antibody response to interferon beta therapy in multiple sclerosis (maximum antibody levels)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010559"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Psoriasis vulgaris"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_1001494"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Carotid intima media thickness"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0003914"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Figural/spatial cognitive ability"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0008354"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Response to cosmetics (uncomfortable frequency)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0600093"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Ovarian cancer-related tumor marker CA 125 levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010603"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Response to valproic acid in focal epilepsy"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/GO_0036277"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Alzheimer\'s disease with no specific cognitive domain impairment"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0004975"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Cancer"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0004992"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Urolithiasis"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0024647"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Cancer"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000311"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Chronic obstructive pulmonary disease in never smokers"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000341"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Renal cell carcinoma"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000681"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Nicotine dependence"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0003768"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Type 2 diabetes (time to event)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004918"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Adult diffuse glioma (IDH mutation, 1p/19q codeletion)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0005543"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Adult diffuse triple positive glioma (IDH and TERT mutations, 1p19q codeletion)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0005543"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Negative urgency"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0006946"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Response to cognitive-behavioural therapy in anxiety disorder"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007820"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Facial morphology (segment 32)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007845"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Subjective wellbeing conditioned on educational attainment (multi-trait conditioning and joint analysis)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007869"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Gut microbiota presence (genus Coprococcus1 id.11301)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007874"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Sociability score"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0009592"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""3-month functional outcome in lacunar ischaemic stroke (modified Rankin score)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0009603"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Medication use (glucocorticoids)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0009942"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Cardiac troponin-I levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010071"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""JC polyomavirus VP1 antibody levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010900"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""P-selectin glycoprotein ligand 1 levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010922"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Renal cell carcinoma x sex interaction"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000681"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Proinsulin levels (early-phase conversion)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004467"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Adult diffuse glioma (IDH wildtype)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0005543"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Treatment or medication use - rosuvastatin (UKB data field 20003_1141192410)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007056"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Brain functional connectivity measurement (global efficiency)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007849"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Planum temporale asymmetry index"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010331"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Complement factor H-related protein 4A levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0600057"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Fasting plasma glycochenodeoxycholate 3-O-glucuronide concentration"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0011009"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""COVID-19 (severe respiratory symptoms vs population)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0100096"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Response to lurasidone in schizophrenia"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/GO_0097332"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Acute lymphoblastic leukemia (childhood)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0000870"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Seasonality and depression"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0004985"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Extranodal natural killer T-cell lymphoma (nasal type)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0019472"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Acute lymphoblastic leukemia (childhood)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000220"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Seasonality and depression"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000289"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Celiac disease"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0001060"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Venous thromboembolism"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004286"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Spherical equivalent or myopia (age of diagnosis)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004847"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Sleep disturbance (changes in sleep) in depressive disorders"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004870"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Childhood aggressive behavior"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007663"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Response to trametinib"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007816"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Morning person"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0008328"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Serum urea levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0009795"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Corneal endothelial cell shape (percentage of hexagonally shaped cells)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010079"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Serum polyunsaturated fatty acid concentration x sex interaction in metabolic syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010733"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Percent liver fat"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010821"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Academic attainment (maths)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0011015"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Anti-Epstein-Barr virus nuclear antigen (EBNA) IgG levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007790"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Cathepsin D levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010611"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Response to calcium-channel-Active anticonvulsants in epilepsy"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/GO_0036277"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Pediatric areal bone mineral density (concordant skeletal phenotype)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0003923"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""body mass index x broccoli consumption interaction"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004340"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Bioavailable vitamin D levels in type 2 diabetes"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004631"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Response to oxcarbazepine in focal epilepsy"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0009893"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Pro-interleukin-16 levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010629"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Neutralising antibody response to interferon beta therapy in multiple sclerosis (antibody titre; IFN\xce\xb2-1b subcutaneous)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/GO_0035456"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Alcohol dependence"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0007079"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Schizophrenia vs ADHD (ordinary least squares (OLS))"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0003888"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Gout vs asymptomatic hyperuricemia"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004274"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Brain morphology (MOSTest)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0004464"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Joint damage in rheumatoid arthritis"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0005413"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Thyroid peroxidase antibody levels"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0005666"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Alcohol dependence"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007835"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Insomnia symptoms (never/rarely vs. usually)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007876"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Chronic widespread musculoskeletal pain"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010099"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Multisite chronic pain"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0010100"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Treatment or medication use - terbinafine (UKB data field 20003_1140927328)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0007056"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Common neurobiological substrate measurement (PC1)"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0005420"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Foot plantar flexion strength in Charcot-Marie-Tooth disease 1A"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0009699"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Glaucoma"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0005041"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Type 1 diabetes with low genetic risk score"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://purl.obolibrary.org/obo/MONDO_0005147"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Gastric cancer"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000178"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
"""Alcohol-related hepatocellular carcinoma"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/efo/EFO_0000182"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""http://www.ebi.ac.uk/gwas"""		
